PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Fare per person,Relatives,Deck
394,1,1,1,23.0,1,0,113.275,1,0,0,56.6375,1,2
395,1,3,1,24.0,0,2,16.7,0,0,1,5.566666666666666,2,4
396,0,3,0,22.0,0,0,7.7958,0,0,1,7.7958,0,3
397,0,3,1,31.0,0,0,7.8542,0,0,1,7.8542,0,3
398,0,2,0,46.0,0,0,26.0,0,0,1,26.0,0,2
399,0,2,0,23.0,0,0,10.5,0,0,1,10.5,0,2
400,1,2,1,28.0,0,0,12.65,0,0,1,12.65,0,2
401,1,3,0,39.0,0,0,7.925,0,0,1,7.925,0,2
402,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
403,0,3,1,21.0,1,0,9.825,0,0,1,4.9125,1,4
404,0,3,0,28.0,1,0,15.85,0,0,1,7.925,1,2
405,0,3,1,20.0,0,0,8.6625,0,0,1,8.6625,0,2
406,0,2,0,34.0,1,0,21.0,0,0,1,10.5,1,2
407,0,3,0,51.0,0,0,7.75,0,0,1,7.75,0,3
408,1,2,0,3.0,1,1,18.75,0,0,1,6.25,2,3
409,0,3,0,21.0,0,0,7.775,0,0,1,7.775,0,3
410,0,3,1,18.0,3,1,25.4667,0,0,1,5.0933399999999995,4,4
411,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
412,0,3,0,26.0,0,0,6.8583,0,1,0,6.8583,0,3
413,1,1,1,33.0,1,0,90.0,0,1,0,45.0,1,1
414,0,2,0,31.0,0,0,0.0,0,0,1,0.0,0,3
415,1,3,0,44.0,0,0,7.925,0,0,1,7.925,0,2
416,0,3,1,31.0,0,0,8.05,0,0,1,8.05,0,2
417,1,2,1,34.0,1,1,32.5,0,0,1,10.833333333333334,2,2
418,1,2,1,18.0,0,2,13.0,0,0,1,4.333333333333333,2,3
419,0,2,0,30.0,0,0,13.0,0,0,1,13.0,0,2
420,0,3,1,10.0,0,2,24.15,0,0,1,8.049999999999999,2,3
421,0,3,0,26.0,0,0,7.8958,1,0,0,7.8958,0,3
422,0,3,0,21.0,0,0,7.7333,0,1,0,7.7333,0,3
423,0,3,0,29.0,0,0,7.875,0,0,1,7.875,0,3
424,0,3,1,28.0,1,1,14.4,0,0,1,4.8,2,4
425,0,3,0,18.0,1,1,20.2125,0,0,1,6.7375,2,3
426,0,3,0,26.0,0,0,7.25,0,0,1,7.25,0,3
427,1,2,1,28.0,1,0,26.0,0,0,1,13.0,1,2
428,1,2,1,19.0,0,0,26.0,0,0,1,26.0,0,2
429,0,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
430,1,3,0,32.0,0,0,8.05,0,0,1,8.05,0,2
431,1,1,0,28.0,0,0,26.55,0,0,1,26.55,0,1
432,1,3,1,31.0,1,0,16.1,0,0,1,8.05,1,2
433,1,2,1,42.0,1,0,26.0,0,0,1,13.0,1,2
434,0,3,0,17.0,0,0,7.125,0,0,1,7.125,0,3
435,0,1,0,50.0,1,0,55.9,0,0,1,27.95,1,2
436,1,1,1,14.0,1,2,120.0,0,0,1,30.0,3,1
437,0,3,1,21.0,2,2,34.375,0,0,1,6.875,4,3
438,1,2,1,24.0,2,3,18.75,0,0,1,3.125,5,3
439,0,1,0,64.0,1,4,263.0,0,0,1,43.833333333333336,5,1
440,0,2,0,31.0,0,0,10.5,0,0,1,10.5,0,2
441,1,2,1,45.0,1,1,26.25,0,0,1,8.75,2,3
442,0,3,0,20.0,0,0,9.5,0,0,1,9.5,0,2
443,0,3,0,25.0,1,0,7.775,0,0,1,3.8875,1,4
444,1,2,1,28.0,0,0,13.0,0,0,1,13.0,0,2
445,1,3,0,26.0,0,0,8.1125,0,0,1,8.1125,0,2
446,1,1,0,4.0,0,2,81.8583,0,0,1,27.2861,2,0
447,1,2,1,13.0,0,1,19.5,0,0,1,9.75,1,3
448,1,1,0,34.0,0,0,26.55,0,0,1,26.55,0,1
449,1,3,1,5.0,2,1,19.2583,1,0,0,4.814575,3,4
450,1,1,0,52.0,0,0,30.5,0,0,1,30.5,0,1
451,0,2,0,36.0,1,2,27.75,0,0,1,6.9375,3,3
452,0,3,0,26.0,1,0,19.9667,0,0,1,9.98335,1,3
453,0,1,0,30.0,0,0,27.75,1,0,0,27.75,0,1
454,1,1,0,49.0,1,0,89.1042,1,0,0,44.5521,1,1
455,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
456,1,3,0,29.0,0,0,7.8958,1,0,0,7.8958,0,3
457,0,1,0,65.0,0,0,26.55,0,0,1,26.55,0,2
458,1,1,1,41.5,1,0,51.8625,0,0,1,25.93125,1,2
459,1,2,1,50.0,0,0,10.5,0,0,1,10.5,0,2
460,0,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
461,1,1,0,48.0,0,0,26.55,0,0,1,26.55,0,2
462,0,3,0,34.0,0,0,8.05,0,0,1,8.05,0,2
463,0,1,0,47.0,0,0,38.5,0,0,1,38.5,0,2
464,0,2,0,48.0,0,0,13.0,0,0,1,13.0,0,2
465,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
466,0,3,0,38.0,0,0,7.05,0,0,1,7.05,0,3
467,0,2,0,31.0,0,0,0.0,0,0,1,0.0,0,3
468,0,1,0,56.0,0,0,26.55,0,0,1,26.55,0,1
469,0,3,0,26.0,0,0,7.725,0,1,0,7.725,0,3
470,1,3,1,0.75,2,1,19.2583,1,0,0,4.814575,3,4
471,0,3,0,26.0,0,0,7.25,0,0,1,7.25,0,3
472,0,3,0,38.0,0,0,8.6625,0,0,1,8.6625,0,2
473,1,2,1,33.0,1,2,27.75,0,0,1,6.9375,3,3
474,1,2,1,23.0,0,0,13.7917,1,0,0,13.7917,0,2
475,0,3,1,22.0,0,0,9.8375,0,0,1,9.8375,0,2
476,0,1,0,40.0,0,0,52.0,0,0,1,52.0,0,0
477,0,2,0,34.0,1,0,21.0,0,0,1,10.5,1,2
478,0,3,0,29.0,1,0,7.0458,0,0,1,3.5229,1,4
479,0,3,0,22.0,0,0,7.5208,0,0,1,7.5208,0,3
480,1,3,1,2.0,0,1,12.2875,0,0,1,6.14375,1,2
481,0,3,0,9.0,5,2,46.9,0,0,1,5.8625,7,4
482,0,2,0,31.0,0,0,0.0,0,0,1,0.0,0,3
483,0,3,0,50.0,0,0,8.05,0,0,1,8.05,0,2
484,1,3,1,63.0,0,0,9.5875,0,0,1,9.5875,0,2
485,1,1,0,25.0,1,0,91.0792,1,0,0,45.5396,1,1
486,0,3,1,18.0,3,1,25.4667,0,0,1,5.0933399999999995,4,4
487,1,1,1,35.0,1,0,90.0,0,0,1,45.0,1,1
488,0,1,0,58.0,0,0,29.7,1,0,0,29.7,0,1
489,0,3,0,30.0,0,0,8.05,0,0,1,8.05,0,2
490,1,3,0,9.0,1,1,15.9,0,0,1,5.3,2,4
491,0,3,0,26.0,1,0,19.9667,0,0,1,9.98335,1,3
492,0,3,0,21.0,0,0,7.25,0,0,1,7.25,0,3
493,0,1,0,55.0,0,0,30.5,0,0,1,30.5,0,1
494,0,1,0,71.0,0,0,49.5042,1,0,0,49.5042,0,0
495,0,3,0,21.0,0,0,8.05,0,0,1,8.05,0,2
496,0,3,0,26.0,0,0,14.4583,1,0,0,14.4583,0,2
497,1,1,1,54.0,1,0,78.2667,1,0,0,39.13335,1,2
498,0,3,0,26.0,0,0,15.1,0,0,1,15.1,0,2
499,0,1,1,25.0,1,2,151.55,0,0,1,37.8875,3,1
500,0,3,0,24.0,0,0,7.7958,0,0,1,7.7958,0,3
501,0,3,0,17.0,0,0,8.6625,0,0,1,8.6625,0,2
502,0,3,1,21.0,0,0,7.75,0,1,0,7.75,0,3
503,0,3,1,18.0,0,0,7.6292,0,1,0,7.6292,0,3
504,0,3,1,37.0,0,0,9.5875,0,0,1,9.5875,0,2
505,1,1,1,16.0,0,0,86.5,0,0,1,86.5,0,1
506,0,1,0,18.0,1,0,108.9,1,0,0,54.45,1,1
507,1,2,1,33.0,0,2,26.0,0,0,1,8.666666666666666,2,3
508,1,1,0,40.0,0,0,26.55,0,0,1,26.55,0,1
509,0,3,0,28.0,0,0,22.525,0,0,1,22.525,0,3
510,1,3,0,26.0,0,0,56.4958,0,0,1,56.4958,0,3
511,1,3,0,29.0,0,0,7.75,0,1,0,7.75,0,3
512,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
513,1,1,0,36.0,0,0,26.2875,0,0,1,26.2875,0,2
514,1,1,1,54.0,1,0,59.4,1,0,0,29.7,1,1
515,0,3,0,24.0,0,0,7.4958,0,0,1,7.4958,0,3
516,0,1,0,47.0,0,0,34.0208,0,0,1,34.0208,0,2
517,1,2,1,34.0,0,0,10.5,0,0,1,10.5,0,3
518,0,3,0,26.0,0,0,24.15,0,1,0,24.15,0,3
519,1,2,1,36.0,1,0,26.0,0,0,1,13.0,1,2
520,0,3,0,32.0,0,0,7.8958,0,0,1,7.8958,0,3
521,1,1,1,30.0,0,0,93.5,0,0,1,93.5,0,1
522,0,3,0,22.0,0,0,7.8958,0,0,1,7.8958,0,3
523,0,3,0,26.0,0,0,7.225,1,0,0,7.225,0,3
524,1,1,1,44.0,0,1,57.9792,1,0,0,28.9896,1,1
525,0,3,0,26.0,0,0,7.2292,1,0,0,7.2292,0,3
526,0,3,0,40.5,0,0,7.75,0,1,0,7.75,0,3
527,1,2,1,50.0,0,0,10.5,0,0,1,10.5,0,2
528,0,1,0,40.0,0,0,221.7792,0,0,1,221.7792,0,1
529,0,3,0,39.0,0,0,7.925,0,0,1,7.925,0,2
530,0,2,0,23.0,2,1,11.5,0,0,1,2.875,3,3
531,1,2,1,2.0,1,1,26.0,0,0,1,8.666666666666666,2,3
532,0,3,0,26.0,0,0,7.2292,1,0,0,7.2292,0,3
533,0,3,0,17.0,1,1,7.2292,1,0,0,2.409733333333333,2,4
534,1,3,1,31.0,0,2,22.3583,1,0,0,7.452766666666666,2,3
535,0,3,1,30.0,0,0,8.6625,0,0,1,8.6625,0,2
536,1,2,1,7.0,0,2,26.25,0,0,1,8.75,2,3
537,0,1,0,45.0,0,0,26.55,0,0,1,26.55,0,1
538,1,1,1,30.0,0,0,106.425,1,0,0,106.425,0,1
539,0,3,0,26.0,0,0,14.5,0,0,1,14.5,0,2
540,1,1,1,22.0,0,2,49.5,1,0,0,16.5,2,1
541,1,1,1,36.0,0,2,71.0,0,0,1,23.666666666666668,2,1
542,0,3,1,9.0,4,2,31.275,0,0,1,4.4678571428571425,6,4
543,0,3,1,11.0,4,2,31.275,0,0,1,4.4678571428571425,6,4
544,1,2,0,32.0,1,0,26.0,0,0,1,13.0,1,2
545,0,1,0,50.0,1,0,106.425,1,0,0,53.2125,1,1
546,0,1,0,64.0,0,0,26.0,0,0,1,26.0,0,0
547,1,2,1,19.0,1,0,26.0,0,0,1,13.0,1,2
548,1,2,0,31.0,0,0,13.8625,1,0,0,13.8625,0,2
549,0,3,0,33.0,1,1,20.525,0,0,1,6.841666666666666,2,3
550,1,2,0,8.0,1,1,36.75,0,0,1,12.25,2,2
551,1,1,0,17.0,0,2,110.8833,1,0,0,36.9611,2,1
552,0,2,0,27.0,0,0,26.0,0,0,1,26.0,0,2
553,0,3,0,26.0,0,0,7.8292,0,1,0,7.8292,0,3
554,1,3,0,22.0,0,0,7.225,1,0,0,7.225,0,3
555,1,3,1,22.0,0,0,7.775,0,0,1,7.775,0,3
556,0,1,0,62.0,0,0,26.55,0,0,1,26.55,0,1
557,1,1,1,48.0,1,0,39.6,1,0,0,19.8,1,0
558,0,1,0,40.0,0,0,227.525,1,0,0,227.525,0,1
559,1,1,1,39.0,1,1,79.65,0,0,1,26.55,2,2
560,1,3,1,36.0,1,0,17.4,0,0,1,8.7,1,2
561,0,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
562,0,3,0,40.0,0,0,7.8958,0,0,1,7.8958,0,3
563,0,2,0,28.0,0,0,13.5,0,0,1,13.5,0,2
564,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
565,0,3,1,18.0,0,0,8.05,0,0,1,8.05,0,2
566,0,3,0,24.0,2,0,24.15,0,0,1,8.049999999999999,2,3
567,0,3,0,19.0,0,0,7.8958,0,0,1,7.8958,0,3
568,0,3,1,29.0,0,4,21.075,0,0,1,4.215,4,4
569,0,3,0,26.0,0,0,7.2292,1,0,0,7.2292,0,3
570,1,3,0,32.0,0,0,7.8542,0,0,1,7.8542,0,3
571,1,2,0,62.0,0,0,10.5,0,0,1,10.5,0,2
572,1,1,1,53.0,2,0,51.4792,0,0,1,17.15973333333333,2,1
573,1,1,0,36.0,0,0,26.3875,0,0,1,26.3875,0,2
574,1,3,1,18.0,0,0,7.75,0,1,0,7.75,0,3
575,0,3,0,16.0,0,0,8.05,0,0,1,8.05,0,2
576,0,3,0,19.0,0,0,14.5,0,0,1,14.5,0,2
577,1,2,1,34.0,0,0,13.0,0,0,1,13.0,0,2
578,1,1,1,39.0,1,0,55.9,0,0,1,27.95,1,2
579,0,3,1,31.0,1,0,14.4583,1,0,0,7.22915,1,2
580,1,3,0,32.0,0,0,7.925,0,0,1,7.925,0,2
581,1,2,1,25.0,1,1,30.0,0,0,1,10.0,2,3
582,1,1,1,39.0,1,1,110.8833,1,0,0,36.9611,2,1
583,0,2,0,54.0,0,0,26.0,0,0,1,26.0,0,2
584,0,1,0,36.0,0,0,40.125,1,0,0,40.125,0,0
585,0,3,0,26.0,0,0,8.7125,1,0,0,8.7125,0,2
586,1,1,1,18.0,0,2,79.65,0,0,1,26.55,2,2
587,0,2,0,47.0,0,0,15.0,0,0,1,15.0,0,2
588,1,1,0,60.0,1,1,79.2,1,0,0,26.400000000000002,2,1
589,0,3,0,22.0,0,0,8.05,0,0,1,8.05,0,2
590,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
591,0,3,0,35.0,0,0,7.125,0,0,1,7.125,0,3
592,1,1,1,52.0,1,0,78.2667,1,0,0,39.13335,1,2
593,0,3,0,47.0,0,0,7.25,0,0,1,7.25,0,3
594,0,3,1,18.0,0,2,7.75,0,1,0,2.5833333333333335,2,4
595,0,2,0,37.0,1,0,26.0,0,0,1,13.0,1,2
596,0,3,0,36.0,1,1,24.15,0,0,1,8.049999999999999,2,3
597,1,2,1,24.0,0,0,33.0,0,0,1,33.0,0,2
598,0,3,0,49.0,0,0,0.0,0,0,1,0.0,0,4
599,0,3,0,26.0,0,0,7.225,1,0,0,7.225,0,3
600,1,1,0,49.0,1,0,56.9292,1,0,0,28.4646,1,0
601,1,2,1,24.0,2,1,27.0,0,0,1,6.75,3,3
602,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
603,0,1,0,40.0,0,0,42.4,0,0,1,42.4,0,0
604,0,3,0,44.0,0,0,8.05,0,0,1,8.05,0,2
605,1,1,0,35.0,0,0,26.55,1,0,0,26.55,0,1
606,0,3,0,36.0,1,0,15.55,0,0,1,7.775,1,2
607,0,3,0,30.0,0,0,7.8958,0,0,1,7.8958,0,3
608,1,1,0,27.0,0,0,30.5,0,0,1,30.5,0,1
609,1,2,1,22.0,1,2,41.5792,1,0,0,10.3948,3,2
610,1,1,1,40.0,0,0,153.4625,0,0,1,153.4625,0,1
611,0,3,1,39.0,1,5,31.275,0,0,1,4.4678571428571425,6,4
612,0,3,0,26.0,0,0,7.05,0,0,1,7.05,0,3
613,1,3,1,18.0,1,0,15.5,0,1,0,7.75,1,2
614,0,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
615,0,3,0,35.0,0,0,8.05,0,0,1,8.05,0,2
616,1,2,1,24.0,1,2,65.0,0,0,1,16.25,3,2
617,0,3,0,34.0,1,1,14.4,0,0,1,4.8,2,4
618,0,3,1,26.0,1,0,16.1,0,0,1,8.05,1,2
619,1,2,1,4.0,2,1,39.0,0,0,1,9.75,3,3
620,0,2,0,26.0,0,0,10.5,0,0,1,10.5,0,2
621,0,3,0,27.0,1,0,14.4542,1,0,0,7.2271,1,2
622,1,1,0,42.0,1,0,52.5542,0,0,1,26.2771,1,2
623,1,3,0,20.0,1,1,15.7417,1,0,0,5.247233333333333,2,4
624,0,3,0,21.0,0,0,7.8542,0,0,1,7.8542,0,3
625,0,3,0,21.0,0,0,16.1,0,0,1,16.1,0,2
626,0,1,0,61.0,0,0,32.3208,0,0,1,32.3208,0,2
627,0,2,0,57.0,0,0,12.35,0,1,0,12.35,0,2
628,1,1,1,21.0,0,0,77.9583,0,0,1,77.9583,0,2
629,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
630,0,3,0,26.0,0,0,7.7333,0,1,0,7.7333,0,3
631,1,1,0,80.0,0,0,30.0,0,0,1,30.0,0,0
632,0,3,0,51.0,0,0,7.0542,0,0,1,7.0542,0,3
633,1,1,0,32.0,0,0,30.5,1,0,0,30.5,0,1
634,0,1,0,40.0,0,0,0.0,0,0,1,0.0,0,1
635,0,3,1,9.0,3,2,27.9,0,0,1,4.6499999999999995,5,4
636,1,2,1,28.0,0,0,13.0,0,0,1,13.0,0,2
637,0,3,0,32.0,0,0,7.925,0,0,1,7.925,0,2
638,0,2,0,31.0,1,1,26.25,0,0,1,8.75,2,3
639,0,3,1,41.0,0,5,39.6875,0,0,1,6.614583333333333,5,3
640,0,3,0,26.0,1,0,16.1,0,0,1,8.05,1,2
641,0,3,0,20.0,0,0,7.8542,0,0,1,7.8542,0,3
642,1,1,1,24.0,0,0,69.3,1,0,0,69.3,0,1
643,0,3,1,2.0,3,2,27.9,0,0,1,4.6499999999999995,5,4
644,1,3,0,26.0,0,0,56.4958,0,0,1,56.4958,0,3
645,1,3,1,0.75,2,1,19.2583,1,0,0,4.814575,3,4
646,1,1,0,48.0,1,0,76.7292,1,0,0,38.3646,1,2
647,0,3,0,19.0,0,0,7.8958,0,0,1,7.8958,0,3
648,1,1,0,56.0,0,0,35.5,1,0,0,35.5,0,0
649,0,3,0,26.0,0,0,7.55,0,0,1,7.55,0,3
650,1,3,1,23.0,0,0,7.55,0,0,1,7.55,0,3
651,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
652,1,2,1,18.0,0,1,23.0,0,0,1,11.5,1,2
653,0,3,0,21.0,0,0,8.4333,0,0,1,8.4333,0,2
654,1,3,1,18.0,0,0,7.8292,0,1,0,7.8292,0,3
655,0,3,1,18.0,0,0,6.75,0,1,0,6.75,0,3
656,0,2,0,24.0,2,0,73.5,0,0,1,24.5,2,2
657,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
658,0,3,1,32.0,1,1,15.5,0,1,0,5.166666666666667,2,4
659,0,2,0,23.0,0,0,13.0,0,0,1,13.0,0,2
660,0,1,0,58.0,0,2,113.275,1,0,0,37.75833333333333,2,2
661,1,1,0,50.0,2,0,133.65,0,0,1,44.550000000000004,2,2
662,0,3,0,40.0,0,0,7.225,1,0,0,7.225,0,3
663,0,1,0,47.0,0,0,25.5875,0,0,1,25.5875,0,2
664,0,3,0,36.0,0,0,7.4958,0,0,1,7.4958,0,3
665,1,3,0,20.0,1,0,7.925,0,0,1,3.9625,1,4
666,0,2,0,32.0,2,0,73.5,0,0,1,24.5,2,2
667,0,2,0,25.0,0,0,13.0,0,0,1,13.0,0,2
668,0,3,0,26.0,0,0,7.775,0,0,1,7.775,0,3
669,0,3,0,43.0,0,0,8.05,0,0,1,8.05,0,2
670,1,1,1,41.5,1,0,52.0,0,0,1,26.0,1,1
671,1,2,1,40.0,1,1,39.0,0,0,1,13.0,2,2
672,0,1,0,31.0,1,0,52.0,0,0,1,26.0,1,1
673,0,2,0,70.0,0,0,10.5,0,0,1,10.5,0,2
674,1,2,0,31.0,0,0,13.0,0,0,1,13.0,0,2
675,0,2,0,31.0,0,0,0.0,0,0,1,0.0,0,3
676,0,3,0,18.0,0,0,7.775,0,0,1,7.775,0,3
677,0,3,0,24.5,0,0,8.05,0,0,1,8.05,0,2
678,1,3,1,18.0,0,0,9.8417,0,0,1,9.8417,0,2
679,0,3,1,43.0,1,6,46.9,0,0,1,5.8625,7,4
680,1,1,0,36.0,0,1,512.3292,1,0,0,256.1646,1,1
681,0,3,1,18.0,0,0,8.1375,0,1,0,8.1375,0,2
682,1,1,0,27.0,0,0,76.7292,1,0,0,76.7292,0,2
683,0,3,0,20.0,0,0,9.225,0,0,1,9.225,0,2
684,0,3,0,14.0,5,2,46.9,0,0,1,5.8625,7,4
685,0,2,0,60.0,1,1,39.0,0,0,1,13.0,2,2
686,0,2,0,25.0,1,2,41.5792,1,0,0,10.3948,3,2
687,0,3,0,14.0,4,1,39.6875,0,0,1,6.614583333333333,5,3
688,0,3,0,19.0,0,0,10.1708,0,0,1,10.1708,0,2
689,0,3,0,18.0,0,0,7.7958,0,0,1,7.7958,0,3
690,1,1,1,15.0,0,1,211.3375,0,0,1,105.66875,1,1
691,1,1,0,31.0,1,0,57.0,0,0,1,28.5,1,1
692,1,3,1,4.0,0,1,13.4167,1,0,0,6.70835,1,2
693,1,3,0,26.0,0,0,56.4958,0,0,1,56.4958,0,3
694,0,3,0,25.0,0,0,7.225,1,0,0,7.225,0,3
695,0,1,0,60.0,0,0,26.55,0,0,1,26.55,0,1
696,0,2,0,52.0,0,0,13.5,0,0,1,13.5,0,2
697,0,3,0,44.0,0,0,8.05,0,0,1,8.05,0,2
698,1,3,1,18.0,0,0,7.7333,0,1,0,7.7333,0,3
699,0,1,0,49.0,1,1,110.8833,1,0,0,36.9611,2,1
700,0,3,0,42.0,0,0,7.65,0,0,1,7.65,0,3
701,1,1,1,18.0,1,0,227.525,1,0,0,113.7625,1,1
702,1,1,0,35.0,0,0,26.2875,0,0,1,26.2875,0,2
703,0,3,1,18.0,0,1,14.4542,1,0,0,7.2271,1,2
704,0,3,0,25.0,0,0,7.7417,0,1,0,7.7417,0,3
705,0,3,0,26.0,1,0,7.8542,0,0,1,3.9271,1,4
706,0,2,0,39.0,0,0,26.0,0,0,1,26.0,0,2
707,1,2,1,45.0,0,0,13.5,0,0,1,13.5,0,2
708,1,1,0,42.0,0,0,26.2875,0,0,1,26.2875,0,2
709,1,1,1,22.0,0,0,151.55,0,0,1,151.55,0,1
710,1,3,0,4.0,1,1,15.2458,1,0,0,5.081933333333333,2,4
711,1,1,1,24.0,0,0,49.5042,1,0,0,49.5042,0,1
712,0,1,0,40.0,0,0,26.55,0,0,1,26.55,0,1
713,1,1,0,48.0,1,0,52.0,0,0,1,26.0,1,1
714,0,3,0,29.0,0,0,9.4833,0,0,1,9.4833,0,2
715,0,2,0,52.0,0,0,13.0,0,0,1,13.0,0,2
716,0,3,0,19.0,0,0,7.65,0,0,1,7.65,0,3
717,1,1,1,38.0,0,0,227.525,1,0,0,227.525,0,1
718,1,2,1,27.0,0,0,10.5,0,0,1,10.5,0,2
719,0,3,0,26.0,0,0,15.5,0,1,0,15.5,0,2
720,0,3,0,33.0,0,0,7.775,0,0,1,7.775,0,3
721,1,2,1,6.0,0,1,33.0,0,0,1,16.5,1,2
722,0,3,0,17.0,1,0,7.0542,0,0,1,3.5271,1,4
723,0,2,0,34.0,0,0,13.0,0,0,1,13.0,0,2
724,0,2,0,50.0,0,0,13.0,0,0,1,13.0,0,2
725,1,1,0,27.0,1,0,53.1,0,0,1,26.55,1,2
726,0,3,0,20.0,0,0,8.6625,0,0,1,8.6625,0,2
727,1,2,1,30.0,3,0,21.0,0,0,1,5.25,3,3
728,1,3,1,18.0,0,0,7.7375,0,1,0,7.7375,0,3
729,0,2,0,25.0,1,0,26.0,0,0,1,13.0,1,2
730,0,3,1,25.0,1,0,7.925,0,0,1,3.9625,1,4
731,1,1,1,29.0,0,0,211.3375,0,0,1,211.3375,0,1
732,0,3,0,11.0,0,0,18.7875,1,0,0,18.7875,0,3
733,0,2,0,31.0,0,0,0.0,0,0,1,0.0,0,3
734,0,2,0,23.0,0,0,13.0,0,0,1,13.0,0,2
735,0,2,0,23.0,0,0,13.0,0,0,1,13.0,0,2
736,0,3,0,28.5,0,0,16.1,0,0,1,16.1,0,2
737,0,3,1,48.0,1,3,34.375,0,0,1,6.875,4,3
738,1,1,0,35.0,0,0,512.3292,1,0,0,512.3292,0,1
739,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
740,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
741,1,1,0,40.0,0,0,30.0,0,0,1,30.0,0,2
742,0,1,0,36.0,1,0,78.85,0,0,1,39.425,1,1
743,1,1,1,21.0,2,2,262.375,1,0,0,52.475,4,1
744,0,3,0,24.0,1,0,16.1,0,0,1,8.05,1,2
745,1,3,0,31.0,0,0,7.925,0,0,1,7.925,0,2
746,0,1,0,70.0,1,1,71.0,0,0,1,23.666666666666668,2,1
747,0,3,0,16.0,1,1,20.25,0,0,1,6.75,2,3
748,1,2,1,30.0,0,0,13.0,0,0,1,13.0,0,2
749,0,1,0,19.0,1,0,53.1,0,0,1,26.55,1,2
750,0,3,0,31.0,0,0,7.75,0,1,0,7.75,0,3
751,1,2,1,4.0,1,1,23.0,0,0,1,7.666666666666667,2,3
752,1,3,0,6.0,0,1,12.475,0,0,1,6.2375,1,2
753,0,3,0,33.0,0,0,9.5,0,0,1,9.5,0,2
754,0,3,0,23.0,0,0,7.8958,0,0,1,7.8958,0,3
755,1,2,1,48.0,1,2,65.0,0,0,1,16.25,3,2
756,1,2,0,0.67,1,1,14.5,0,0,1,4.833333333333333,2,3
757,0,3,0,28.0,0,0,7.7958,0,0,1,7.7958,0,3
758,0,2,0,18.0,0,0,11.5,0,0,1,11.5,0,2
759,0,3,0,34.0,0,0,8.05,0,0,1,8.05,0,2
760,1,1,1,33.0,0,0,86.5,0,0,1,86.5,0,1
761,0,3,0,26.0,0,0,14.5,0,0,1,14.5,0,2
762,0,3,0,41.0,0,0,7.125,0,0,1,7.125,0,3
763,1,3,0,20.0,0,0,7.2292,1,0,0,7.2292,0,3
764,1,1,1,36.0,1,2,120.0,0,0,1,30.0,3,1
765,0,3,0,16.0,0,0,7.775,0,0,1,7.775,0,3
766,1,1,1,51.0,1,0,77.9583,0,0,1,38.97915,1,2
767,0,1,0,44.0,0,0,39.6,1,0,0,39.6,0,0
768,0,3,1,30.5,0,0,7.75,0,1,0,7.75,0,3
769,0,3,0,26.0,1,0,24.15,0,1,0,12.075,1,3
770,0,3,0,32.0,0,0,8.3625,0,0,1,8.3625,0,2
771,0,3,0,24.0,0,0,9.5,0,0,1,9.5,0,2
772,0,3,0,48.0,0,0,7.8542,0,0,1,7.8542,0,3
773,0,2,1,57.0,0,0,10.5,0,0,1,10.5,0,2
774,0,3,0,26.0,0,0,7.225,1,0,0,7.225,0,3
775,1,2,1,54.0,1,3,23.0,0,0,1,4.6,4,3
776,0,3,0,18.0,0,0,7.75,0,0,1,7.75,0,3
777,0,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
778,1,3,1,5.0,0,0,12.475,0,0,1,12.475,0,2
779,0,3,0,26.0,0,0,7.7375,0,1,0,7.7375,0,3
780,1,1,1,43.0,0,1,211.3375,0,0,1,105.66875,1,1
781,1,3,1,13.0,0,0,7.2292,1,0,0,7.2292,0,3
782,1,1,1,17.0,1,0,57.0,0,0,1,28.5,1,1
783,0,1,0,29.0,0,0,30.0,0,0,1,30.0,0,2
784,0,3,0,26.0,1,2,23.45,0,0,1,5.8625,3,4
785,0,3,0,25.0,0,0,7.05,0,0,1,7.05,0,3
786,0,3,0,25.0,0,0,7.25,0,0,1,7.25,0,3
787,1,3,1,18.0,0,0,7.4958,0,0,1,7.4958,0,3
788,0,3,0,8.0,4,1,29.125,0,1,0,4.854166666666667,5,4
789,1,3,0,1.0,1,2,20.575,0,0,1,5.14375,3,4
790,0,1,0,46.0,0,0,79.2,1,0,0,79.2,0,1
